Aug 28, 2026	472.52	478.75	465.29	465.58	465.58	15,338,800
Aug 27, 2026	481.50	483.00	469.63	476.67	476.67	16,441,800
Aug 26, 2026	475.07	491.12	474.58	480.93	480.93	14,348,100
Aug 25, 2026	474.20	481.50	469.07	479.18	479.18	19,001,400
Aug 24, 2026	468.54	468.54	451.00	456.75	456.75	16,602,200
Aug 21, 2026	476.50	477.36	462.11	473.25	473.25	14,343,900
Aug 20, 2026	465.67	475.53	460.27	469.46	469.46	15,178,900
Aug 19, 2026	486.08	487.01	462.55	466.42	466.42	19,208,400
Aug 18, 2026	487.56	491.81	474.98	484.39	484.39	23,721,500
Aug 17, 2026	514.16	517.35	504.52	506.00	506.00	20,057,600
Aug 14, 2026	487.60	514.67	483.20	514.39	514.39	25,570,300
Aug 13, 2026	483.00	497.99	481.00	483.01	483.01	18,764,900
Aug 12, 2026	488.32	491.69	480.88	482.93	482.93	18,628,300
Aug 11, 2026	474.75	475.99	463.21	474.32	474.32	18,052,500
Aug 10, 2026	477.09	483.36	469.29	469.56	469.56	19,656,600
Aug 7, 2026	497.94	498.99	476.06	483.36	483.36	26,618,800
Aug 6, 2026	471.75	496.72	469.50	489.28	489.28	24,675,300
Aug 5, 2026	484.50	502.00	478.20	482.05	482.05	49,615,800
Aug 4, 2026	504.00	530.13	502.20	518.58	518.58	48,463,600
Aug 3, 2026	461.79	490.95	455.30	484.64	484.64	24,422,300
Jul 31, 2026	510.28	515.62	475.76	476.15	476.15	26,615,700
Jul 30, 2026	460.00	498.20	457.68	485.39	485.39	36,936,600
Jul 29, 2026	452.68	457.22	424.03	429.56	429.56	32,304,900
Jul 28, 2026	467.00	472.75	442.27	454.62	454.62	36,315,500
Jul 27, 2026	527.51	528.00	476.93	494.95	494.95	31,800,300
Jul 24, 2026	546.92	549.00	518.00	521.95	521.95	27,200,700
Jul 23, 2026	544.74	556.49	525.00	539.69	539.69	27,155,100
Jul 22, 2026	526.88	561.47	526.60	552.33	552.33	24,776,700
Jul 21, 2026	526.00	548.14	522.60	544.43	544.43	29,045,100
Jul 20, 2026	517.00	522.44	502.36	503.57	503.57	23,440,700
Jul 17, 2026	476.88	505.88	460.21	495.76	495.76	32,115,900
Jul 16, 2026	509.33	518.74	491.80	500.94	500.94	27,093,700
Jul 15, 2026	556.02	558.89	509.57	529.14	529.14	27,826,200
Jul 14, 2026	567.22	574.20	546.77	548.13	548.13	21,201,400
Jul 13, 2026	537.50	551.87	526.92	534.39	534.39	22,957,400
Jul 10, 2026	544.01	560.25	540.05	557.89	557.89	20,704,500
Jul 9, 2026	537.27	559.50	535.20	546.72	546.72	26,900,800
Jul 8, 2026	504.81	522.98	498.15	517.41	517.41	23,768,500
Jul 7, 2026	515.91	524.97	503.11	516.11	516.11	29,166,800
Jul 6, 2026	535.35	572.50	527.00	552.05	552.05	30,684,200
Jul 2, 2026	538.16	547.65	506.00	517.82	517.82	28,142,500
Jul 1, 2026	557.53	564.09	538.74	540.88	540.88	28,326,800
Jun 30, 2026	545.57	584.73	545.57	580.91	580.91	34,488,500
Jun 29, 2026	522.84	542.19	495.35	539.49	539.49	26,671,000
Jun 26, 2026	519.80	525.11	502.61	521.58	521.58	52,705,100
Jun 25, 2026	543.93	550.88	507.00	532.57	532.57	27,031,300
Jun 24, 2026	520.82	524.96	503.50	519.74	519.74	26,548,300
Jun 23, 2026	509.08	528.49	506.81	519.85	519.85	30,196,800
Jun 22, 2026	545.50	562.99	535.71	551.63	551.63	25,983,200
Jun 18, 2026	531.58	539.69	526.32	537.37	537.37	43,805,600
Jun 17, 2026	529.66	532.50	507.30	512.48	512.48	27,085,300
